Date,High,Low,Open,Close,Volume,Adj Close
06/08/2019,1793.77002,1753.400024,1792.22998,1787.829956,5070300,1787.829956
07/08/2019,1798.930054,1757,1773.98999,1793.400024,4526900,1793.400024
08/08/2019,1834.26001,1798.109985,1806,1832.890015,3701200,1832.890015
09/08/2019,1831.089966,1802.219971,1828.949951,1807.579956,2879800,1807.579956
12/08/2019,1800.97998,1777,1795.98999,1784.920044,2905500,1784.920044
13/08/2019,1831.73999,1780,1783,1824.339966,3994000,1824.339966
14/08/2019,1795.650024,1757.219971,1793.01001,1762.959961,4893600,1762.959961
15/08/2019,1788,1761.959961,1781.98999,1776.119995,3759100,1776.119995
16/08/2019,1802.910034,1784.550049,1792.890015,1792.569946,3018000,1792.569946
19/08/2019,1826,1812.609985,1818.079956,1816.119995,2816300,1816.119995
20/08/2019,1816.819946,1799.880005,1814.5,1801.380005,1929500,1801.380005
21/08/2019,1829.579956,1815,1819.390015,1823.540039,2031800,1823.540039
22/08/2019,1829.410034,1800.099976,1828,1804.660034,2653500,1804.660034
23/08/2019,1804.900024,1745.22998,1793.030029,1749.619995,5270800,1749.619995
26/08/2019,1770,1743.51001,1766.910034,1768.869995,3080000,1768.869995
27/08/2019,1779.400024,1746.680054,1775.72998,1761.829956,3019700,1761.829956
28/08/2019,1767.859985,1744.050049,1755,1764.25,2419700,1764.25
29/08/2019,1798.550049,1777.25,1783,1786.400024,3015100,1786.400024
30/08/2019,1799.73999,1764.569946,1797.48999,1776.290039,3058700,1776.290039
03/09/2019,1800.800049,1768,1770,1789.839966,3543000,1789.839966
04/09/2019,1807.630005,1796.22998,1805,1800.619995,2324100,1800.619995
05/09/2019,1842,1815.579956,1821.949951,1840.719971,3310800,1840.719971
06/09/2019,1840.650024,1826.400024,1838.219971,1833.51001,2496900,1833.51001
09/09/2019,1850,1824.609985,1841,1831.349976,2999500,1831.349976
10/09/2019,1825.810059,1805.339966,1822.75,1820.550049,2613900,1820.550049
11/09/2019,1833.420044,1809.079956,1812.140015,1822.98999,2432800,1822.98999
12/09/2019,1853.660034,1834.280029,1837.630005,1843.550049,2823500,1843.550049
13/09/2019,1846.119995,1835.170044,1842.01001,1839.339966,1971300,1839.339966
16/09/2019,1825.689941,1800.199951,1824.02002,1807.839966,3675500,1807.839966
17/09/2019,1823.98999,1804.099976,1807.079956,1822.550049,1982400,1822.550049
18/09/2019,1822.060059,1795.5,1817.040039,1817.459961,2505600,1817.459961
19/09/2019,1832.569946,1817.900024,1821.02002,1821.5,2031500,1821.5
20/09/2019,1830.630005,1780.920044,1821.709961,1794.160034,5341900,1794.160034
23/09/2019,1792.699951,1767.319946,1777,1785.300049,2922300,1785.300049
24/09/2019,1795.709961,1735.550049,1790.609985,1741.609985,4616000,1741.609985
25/09/2019,1773,1723,1747.359985,1768.329956,3493200,1768.329956
26/09/2019,1763.369995,1731.5,1762.790039,1739.839966,3536800,1739.839966
27/09/2019,1749.119995,1713.819946,1748,1725.449951,3907200,1725.449951
30/09/2019,1737.459961,1709.219971,1726.98999,1735.910034,2644700,1735.910034
01/10/2019,1755.599976,1728.410034,1746,1735.650024,3084500,1735.650024
02/10/2019,1728.890015,1705,1727.73999,1713.22998,3301100,1713.22998
03/10/2019,1725,1685.060059,1713,1724.420044,3468200,1724.420044
04/10/2019,1740.579956,1719.22998,1726.02002,1739.650024,2471900,1739.650024
07/10/2019,1747.829956,1723.699951,1731.630005,1732.660034,2154700,1732.660034
08/10/2019,1727,1705,1722.48999,1705.51001,2542000,1705.51001
09/10/2019,1729.949951,1714.359985,1719.609985,1721.98999,2043500,1721.98999
10/10/2019,1738.290039,1713.75,1725.23999,1720.26001,2575200,1720.26001
11/10/2019,1745.449951,1729.859985,1742.920044,1731.920044,3255000,1731.920044
14/10/2019,1741.890015,1722,1728.910034,1736.430054,1910200,1736.430054
15/10/2019,1776.449951,1740.619995,1742.140015,1767.380005,3111700,1767.380005
16/10/2019,1786.23999,1770.52002,1773.329956,1777.430054,2763400,1777.430054
17/10/2019,1798.849976,1782.02002,1796.48999,1787.47998,2647400,1787.47998
18/10/2019,1793.97998,1749.199951,1787.800049,1757.51001,3362500,1757.51001
21/10/2019,1785.880005,1765,1769.660034,1785.660034,2130400,1785.660034
22/10/2019,1789.780029,1762,1788.150024,1765.72998,2111700,1765.72998
23/10/2019,1770.050049,1742,1761.300049,1762.170044,2138200,1762.170044
24/10/2019,1788.339966,1760.27002,1771.089966,1780.780029,4446100,1780.780029
25/10/2019,1764.209961,1695,1697.550049,1761.329956,9626400,1761.329956
28/10/2019,1778.699951,1742.5,1748.060059,1777.079956,3708900,1777.079956
