Date,High,Low,Open,Close,Volume,Adj Close
31/12/2019,293.6799927,289.519989,289.9299927,293.6499939,25201400,292.1638184
02/01/2020,300.6000061,295.1900024,296.2399902,300.3500061,33870100,298.8299561
03/01/2020,300.5799866,296.5,297.1499939,297.4299927,36580700,295.9247131
06/01/2020,299.9599915,292.75,293.7900085,299.7999878,29596800,298.2827148
07/01/2020,300.8999939,297.480011,299.8399963,298.3900146,27218000,296.8798828
08/01/2020,304.4400024,297.1600037,297.1600037,303.1900024,33019800,301.6555481
09/01/2020,310.4299927,306.2000122,307.2399902,309.6300049,42527100,308.0629883
10/01/2020,312.6700134,308.25,310.6000061,310.3299866,35161200,308.7593994
13/01/2020,317.0700073,311.1499939,311.6400146,316.9599915,30383000,315.3558655
14/01/2020,317.5700073,312.1700134,316.7000122,312.6799927,40488600,311.0975342
15/01/2020,315.5,309.5499878,311.8500061,311.3399963,30480900,309.7643127
16/01/2020,315.7000122,312.0899963,313.5899963,315.2399902,27207300,313.6445618
17/01/2020,318.7399902,315,316.269989,318.730011,34454100,317.1169434
21/01/2020,319.019989,316,317.1900024,316.5700073,27710800,314.967865
22/01/2020,319.9899902,317.3099976,318.5799866,317.7000122,25458100,316.0921631
23/01/2020,319.5599976,315.6499939,317.9200134,319.230011,26118000,317.6144104
24/01/2020,323.3299866,317.519989,320.25,318.3099976,36634400,316.6990356
27/01/2020,311.769989,304.8800049,310.0599976,308.9500122,40485000,307.3864136
28/01/2020,318.3999939,312.1900024,312.6000061,317.6900024,40558500,316.0821838
29/01/2020,327.8500061,321.3800049,324.4500122,324.3399963,54057300,322.6985168
30/01/2020,324.0899963,318.75,320.5400085,323.8699951,31685800,322.230896
31/01/2020,322.6799927,308.2900085,320.9299927,309.5100098,49897100,307.9436035
03/02/2020,313.4899902,302.2200012,304.2999878,308.6600037,43496400,307.0979004
04/02/2020,319.6400146,313.6300049,315.3099976,318.8500061,34154100,317.2362976
05/02/2020,324.7600098,318.9500122,323.519989,321.4500122,29660800,319.8231812
06/02/2020,325.2200012,320.2600098,322.5700073,325.2099915,26356400,323.5641174
07/02/2020,323.3999939,318,322.3699951,320.0299988,29421000,319.1660156
10/02/2020,321.5499878,313.8500061,314.1799927,321.5499878,27337200,320.6819153
11/02/2020,323.8999939,318.7099915,323.6000061,319.6099854,23580800,318.7471313
